transaction_id,customer_id,product_id,order_date,order_value,payment_method,device_type,discount_applied,shipping_delay_days,fraud_label
TXN0007961,CUST010966,PROD00553,2023-09-30,311.38,UPI,Desktop,0.44,9,1
TXN0007962,CUST021310,PROD00642,2023-10-18,301.32,PayPal,Mobile,0.16,1,0
TXN0007963,CUST023655,PROD00085,2023-09-06,800.77,UPI,Mobile,0.06,4,0
TXN0007964,CUST018256,PROD01457,2023-10-14,129.01,Credit Card,Desktop,0.23,0,0
TXN0007965,CUST002717,PROD01832,2020-10-08,194.8,Credit Card,Tablet,0.3,3,0
TXN0007966,CUST010748,PROD01252,2024-06-03,678.75,UPI,Mobile,0.02,10,0
TXN0007967,CUST004952,PROD00987,2021-04-11,238.82,Debit Card,Tablet,0.14,9,0
TXN0007968,CUST024793,PROD01013,2021-09-19,426.16,UPI,Desktop,0.02,9,0
TXN0007969,CUST010727,PROD00526,2024-02-13,79.19,PayPal,Desktop,0.21,8,0
TXN0007970,CUST015473,PROD00717,2019-01-17,273.21,Debit Card,Mobile,0.45,4,0
TXN0007971,CUST008551,PROD01551,2019-04-27,29.77,Crypto,Desktop,0.49,6,0
TXN0007972,CUST022684,PROD01025,2021-04-29,215.11,UPI,Desktop,0.32,1,0
TXN0007973,CUST003470,PROD01513,2021-11-27,395.02,UPI,Desktop,0.08,2,0
TXN0007974,CUST003795,PROD00615,2022-02-24,243.22,Credit Card,Desktop,0.45,8,1
TXN0007975,CUST018231,PROD00044,2024-04-23,379.76,Crypto,Desktop,0.26,1,0
TXN0007976,CUST010824,PROD00726,2024-02-08,770.83,Credit Card,Tablet,0.08,7,0
TXN0007977,CUST016119,PROD01512,2022-01-28,167.34,PayPal,Mobile,0.46,6,0
TXN0007978,CUST024056,PROD00594,2019-07-07,521.84,PayPal,Tablet,0.38,4,0
TXN0007979,CUST008539,PROD01569,2019-10-24,263.38,UPI,Tablet,0.37,6,1
TXN0007980,CUST017656,PROD00125,2022-12-04,64.33,Credit Card,Mobile,0.35,5,0
TXN0007981,CUST004059,PROD00466,2021-06-16,746.77,Crypto,Tablet,0.1,10,0
TXN0007982,CUST005793,PROD00842,2021-11-10,322.11,Crypto,Desktop,0.11,4,1
TXN0007983,CUST004686,PROD00522,2019-05-09,183.76,Crypto,Tablet,0.34,6,0
TXN0007984,CUST009661,PROD00307,2023-11-26,680.66,UPI,Desktop,0.11,0,0
TXN0007985,CUST002576,PROD00900,2022-08-31,245.93,Credit Card,Desktop,0.22,0,0
TXN0007986,CUST008673,PROD00451,2021-05-22,529.3,Crypto,Desktop,0.39,5,0
TXN0007987,CUST007394,PROD01221,2023-03-13,312.5,UPI,Desktop,0.39,10,0
TXN0007988,CUST003434,PROD01400,2019-04-08,221.85,PayPal,Mobile,0.23,5,0
TXN0007989,CUST002738,PROD00661,2019-03-19,114.1,UPI,Desktop,0.4,0,1
TXN0007990,CUST022539,PROD01704,2023-11-19,560.54,PayPal,Mobile,0.42,7,0
TXN0007991,CUST017593,PROD01804,2019-01-13,354.07,UPI,Desktop,0.33,0,0
TXN0007992,CUST005867,PROD01039,2020-08-04,180.91,PayPal,Desktop,0.11,5,0
TXN0007993,CUST017350,PROD01281,2021-05-26,459.16,UPI,Mobile,0.14,7,0
TXN0007994,CUST015995,PROD00269,2022-11-10,358.69,Crypto,Tablet,0.16,1,0
TXN0007995,CUST005796,PROD01134,2023-04-05,544.09,PayPal,Tablet,0.06,3,0
TXN0007996,CUST008486,PROD00421,2019-01-22,234.48,Crypto,Mobile,0.14,10,0
TXN0007997,CUST005192,PROD00927,2024-05-03,403.48,PayPal,Tablet,0.1,2,0
TXN0007998,CUST007277,PROD00402,2021-05-15,251.78,PayPal,Tablet,0.23,7,0
TXN0007999,CUST017167,PROD01389,2022-03-26,335.01,Debit Card,Tablet,0.45,1,0
TXN0008000,CUST011315,PROD01215,2022-04-11,447.19,PayPal,Tablet,0.05,4,0
TXN0008001,CUST012815,PROD01211,2023-02-13,480.97,Crypto,Mobile,0.36,8,1
TXN0008002,CUST021993,PROD01586,2019-12-05,572.03,UPI,Mobile,0.34,5,0
TXN0008003,CUST007084,PROD00850,2019-07-16,389.98,Crypto,Tablet,0.05,0,1
TXN0008004,CUST011721,PROD01006,2023-08-15,182.19,Credit Card,Mobile,0.46,10,0
TXN0008005,CUST021265,PROD00345,2023-01-09,168.38,UPI,Tablet,0.28,0,0
TXN0008006,CUST002041,PROD00464,2024-01-21,374.35,PayPal,Tablet,0.18,5,0
TXN0008007,CUST020407,PROD00217,2020-10-13,489.94,UPI,Desktop,0.38,1,0
TXN0008008,CUST024684,PROD00158,2021-06-11,843.93,Debit Card,Tablet,0.13,6,0
TXN0008009,CUST011378,PROD01110,2023-10-27,338.27,Debit Card,Desktop,0.35,6,0
TXN0008010,CUST001781,PROD00272,2023-05-18,902.82,Debit Card,Desktop,0.02,5,0
TXN0008011,CUST006161,PROD01897,2019-10-23,87.51,Crypto,Mobile,0.42,0,0
TXN0008012,CUST009041,PROD00737,2019-04-05,230.69,Credit Card,Desktop,0.22,8,0
TXN0008013,CUST000602,PROD01255,2021-06-18,362.98,UPI,Mobile,0.32,8,0
TXN0008014,CUST021281,PROD01766,2022-02-18,123.5,Credit Card,Tablet,0.11,7,0
TXN0008015,CUST020841,PROD01821,2020-08-11,528.75,Credit Card,Mobile,0.34,1,0
TXN0008016,CUST014321,PROD00798,2020-10-22,104.33,PayPal,Tablet,0.39,8,0
TXN0008017,CUST007893,PROD01745,2022-12-28,533.97,Debit Card,Mobile,0.24,9,0
TXN0008018,CUST009066,PROD00882,2019-05-07,445.69,PayPal,Tablet,0.31,3,0
TXN0008019,CUST000043,PROD01452,2021-12-28,737.78,UPI,Mobile,0.23,9,0
TXN0008020,CUST018522,PROD01766,2023-10-05,76.32,Debit Card,Desktop,0.45,10,0
TXN0008021,CUST000175,PROD00583,2020-08-01,18.08,Crypto,Mobile,0.25,7,0
TXN0008022,CUST010319,PROD01532,2022-02-09,183.07,Credit Card,Desktop,0.42,3,0
TXN0008023,CUST004145,PROD01001,2022-09-03,404.6,Crypto,Mobile,0.4,8,0
TXN0008024,CUST014925,PROD00872,2020-06-22,586.34,Credit Card,Mobile,0.21,5,1
TXN0008025,CUST001566,PROD00657,2024-03-01,297.3,Credit Card,Mobile,0.12,10,0
TXN0008026,CUST017873,PROD01900,2024-05-01,326.75,UPI,Desktop,0.2,5,0
TXN0008027,CUST006874,PROD01850,2022-01-15,31.9,Credit Card,Tablet,0.41,8,0
TXN0008028,CUST015884,PROD00630,2019-02-19,222.9,Debit Card,Tablet,0.11,6,0
TXN0008029,CUST010667,PROD01606,2019-01-06,691.99,Debit Card,Desktop,0.26,7,0
TXN0008030,CUST006023,PROD00027,2021-01-28,217.0,Crypto,Desktop,0.4,2,1
TXN0008031,CUST012118,PROD01840,2019-04-25,630.52,Debit Card,Desktop,0.18,1,0
TXN0008032,CUST015340,PROD00166,2019-07-08,242.48,Crypto,Tablet,0.32,7,0
TXN0008033,CUST024929,PROD01587,2020-12-08,407.82,PayPal,Mobile,0.12,0,0
TXN0008034,CUST020394,PROD01529,2022-11-17,658.54,Crypto,Tablet,0.05,1,0
TXN0008035,CUST016807,PROD00051,2021-01-04,545.23,PayPal,Mobile,0.4,1,0
TXN0008036,CUST023370,PROD01918,2023-08-17,759.58,UPI,Desktop,0.05,0,0
TXN0008037,CUST001367,PROD00563,2023-02-14,793.9,Credit Card,Desktop,0.14,5,0
TXN0008038,CUST019783,PROD01873,2023-09-12,500.31,Debit Card,Mobile,0.43,3,0
TXN0008039,CUST022943,PROD01280,2019-10-25,102.13,Crypto,Tablet,0.17,6,0
TXN0008040,CUST019134,PROD00544,2021-07-06,231.09,Crypto,Desktop,0.49,3,0
TXN0008041,CUST006655,PROD00087,2022-03-07,291.83,PayPal,Mobile,0.49,2,0
TXN0008042,CUST019751,PROD00100,2021-02-07,191.17,PayPal,Desktop,0.13,0,0
TXN0008043,CUST001487,PROD00899,2019-06-15,944.41,PayPal,Mobile,0.02,2,0
TXN0008044,CUST006724,PROD01249,2023-09-28,7.7,Crypto,Mobile,0.35,4,0
TXN0008045,CUST010255,PROD01097,2023-07-26,694.75,Crypto,Mobile,0.23,1,0
TXN0008046,CUST012759,PROD01185,2020-08-11,553.66,UPI,Desktop,0.05,3,0
TXN0008047,CUST014010,PROD00717,2022-10-20,322.88,Credit Card,Tablet,0.35,3,0
TXN0008048,CUST024224,PROD01984,2020-10-07,809.78,PayPal,Desktop,0.02,9,0
TXN0008049,CUST018086,PROD01558,2019-08-29,492.73,Credit Card,Tablet,0.44,5,0
TXN0008050,CUST003568,PROD01877,2020-08-24,510.33,Debit Card,Tablet,0.07,6,0
TXN0008051,CUST003533,PROD01094,2021-07-05,745.04,Crypto,Tablet,0.06,9,0
TXN0008052,CUST013463,PROD01600,2020-04-12,713.67,Credit Card,Mobile,0.09,3,0
TXN0008053,CUST009215,PROD00319,2023-07-18,219.27,Debit Card,Mobile,0.48,3,0
TXN0008054,CUST017209,PROD01294,2023-04-04,152.89,Credit Card,Tablet,0.35,3,0
TXN0008055,CUST000134,PROD01574,2019-10-25,552.65,Credit Card,Tablet,0.4,5,0
TXN0008056,CUST021593,PROD00315,2021-10-12,522.53,PayPal,Mobile,0.2,0,0
TXN0008057,CUST010170,PROD00503,2023-05-06,483.28,UPI,Desktop,0.17,8,0
TXN0008058,CUST009936,PROD00958,2019-03-24,833.11,Debit Card,Desktop,0.12,7,0
TXN0008059,CUST005250,PROD00951,2020-10-06,500.35,Crypto,Tablet,0.24,7,0
TXN0008060,CUST013980,PROD00415,2021-04-26,555.89,Credit Card,Desktop,0.28,8,0
TXN0008061,CUST015910,PROD00397,2021-12-21,207.03,Crypto,Tablet,0.32,0,0
TXN0008062,CUST004825,PROD00413,2020-01-24,752.58,Crypto,Desktop,0.13,0,1
TXN0008063,CUST019947,PROD01633,2022-04-04,80.26,Debit Card,Desktop,0.47,8,0
TXN0008064,CUST001651,PROD01293,2022-11-08,158.57,PayPal,Mobile,0.08,7,0
TXN0008065,CUST012982,PROD00284,2019-08-02,310.65,Crypto,Tablet,0.48,0,0
TXN0008066,CUST021501,PROD01699,2024-01-20,49.43,Debit Card,Desktop,0.01,6,0
TXN0008067,CUST022466,PROD00357,2021-11-01,271.97,Credit Card,Desktop,0.24,10,0
TXN0008068,CUST018809,PROD00794,2019-01-24,663.49,UPI,Desktop,0.17,0,0
TXN0008069,CUST016522,PROD01395,2024-02-03,533.35,Credit Card,Mobile,0.22,8,0
TXN0008070,CUST001539,PROD00639,2023-01-28,320.47,PayPal,Mobile,0.29,2,0
TXN0008071,CUST008725,PROD00773,2020-10-22,217.12,Credit Card,Desktop,0.22,8,0
TXN0008072,CUST002461,PROD01388,2021-07-09,70.81,Debit Card,Mobile,0.21,9,0
TXN0008073,CUST003306,PROD01364,2022-06-05,31.36,UPI,Tablet,0.37,9,0
TXN0008074,CUST007109,PROD00253,2019-03-26,410.5,Credit Card,Tablet,0.34,8,0
TXN0008075,CUST018310,PROD01485,2019-01-09,483.4,Crypto,Desktop,0.42,9,0
TXN0008076,CUST008470,PROD00528,2024-02-04,346.68,UPI,Tablet,0.12,8,0
TXN0008077,CUST008904,PROD01838,2024-04-17,649.68,Debit Card,Mobile,0.3,8,0
TXN0008078,CUST010431,PROD01105,2021-02-11,504.26,Debit Card,Desktop,0.29,7,0
TXN0008079,CUST003276,PROD00444,2019-05-24,410.57,Crypto,Tablet,0.18,10,1
TXN0008080,CUST023044,PROD00866,2023-03-12,590.12,PayPal,Mobile,0.24,6,0
TXN0008081,CUST020971,PROD01241,2023-12-16,291.2,UPI,Tablet,0.16,9,0
TXN0008082,CUST007294,PROD01312,2019-02-19,210.7,UPI,Tablet,0.07,8,0
TXN0008083,CUST023027,PROD00434,2021-06-30,630.07,Debit Card,Tablet,0.11,8,0
TXN0008084,CUST023136,PROD01889,2023-09-19,589.18,UPI,Mobile,0.05,3,0
TXN0008085,CUST024083,PROD01796,2023-11-26,338.94,Crypto,Desktop,0.34,8,1
TXN0008086,CUST002632,PROD00684,2023-05-30,57.83,UPI,Tablet,0.33,5,0
TXN0008087,CUST003226,PROD00482,2022-07-17,232.2,Debit Card,Tablet,0.48,7,0
TXN0008088,CUST005476,PROD01993,2024-06-10,34.95,UPI,Tablet,0.36,1,0
TXN0008089,CUST004507,PROD00554,2021-09-11,436.47,Crypto,Desktop,0.03,9,0
TXN0008090,CUST008259,PROD00505,2020-02-07,535.22,UPI,Tablet,0.44,1,0
TXN0008091,CUST007407,PROD01480,2023-07-12,446.6,PayPal,Tablet,0.43,0,0
TXN0008092,CUST015650,PROD00837,2021-06-09,661.23,Credit Card,Tablet,0.22,2,0
TXN0008093,CUST000460,PROD01888,2024-02-08,78.19,Crypto,Desktop,0.29,7,0
TXN0008094,CUST013140,PROD00519,2024-01-11,118.29,Credit Card,Desktop,0.49,0,0
TXN0008095,CUST009644,PROD00833,2024-06-10,422.95,Debit Card,Mobile,0.27,6,0
TXN0008096,CUST022872,PROD00995,2021-11-12,388.49,PayPal,Desktop,0.45,10,0
TXN0008097,CUST004104,PROD00648,2024-01-24,324.07,PayPal,Mobile,0.04,5,0
TXN0008098,CUST018423,PROD01615,2021-05-14,320.01,UPI,Mobile,0.1,6,0
TXN0008099,CUST018762,PROD01244,2019-04-23,465.85,Debit Card,Mobile,0.22,7,0
TXN0008100,CUST013764,PROD00968,2022-06-15,544.37,Credit Card,Desktop,0.29,4,0
TXN0008101,CUST003241,PROD00644,2023-05-04,41.02,Credit Card,Mobile,0.41,4,0
TXN0008102,CUST014362,PROD01469,2024-03-07,504.68,Crypto,Desktop,0.49,3,0
TXN0008103,CUST017224,PROD00448,2020-04-29,376.9,Debit Card,Mobile,0.19,9,0
TXN0008104,CUST021837,PROD01538,2022-05-25,65.78,UPI,Mobile,0.02,8,0
TXN0008105,CUST021198,PROD01805,2020-06-01,442.67,Crypto,Tablet,0.4,6,0
TXN0008106,CUST018449,PROD00845,2024-01-04,208.7,Credit Card,Mobile,0.3,6,0
TXN0008107,CUST013155,PROD00764,2021-10-15,180.11,Crypto,Mobile,0.1,4,0
TXN0008108,CUST010229,PROD00412,2021-10-01,26.98,Credit Card,Tablet,0.25,10,0
TXN0008109,CUST018994,PROD00330,2021-04-20,275.72,UPI,Mobile,0.37,2,0
TXN0008110,CUST000134,PROD01327,2021-03-27,33.75,Credit Card,Tablet,0.39,0,0
TXN0008111,CUST014024,PROD00845,2023-10-31,223.61,UPI,Tablet,0.25,4,0
TXN0008112,CUST019185,PROD01638,2021-06-07,472.79,PayPal,Tablet,0.15,1,0
TXN0008113,CUST018566,PROD01858,2023-10-22,35.67,Credit Card,Mobile,0.49,1,0
TXN0008114,CUST014081,PROD00804,2020-12-29,306.01,Crypto,Desktop,0.33,10,0
TXN0008115,CUST010191,PROD01916,2023-01-15,554.66,Credit Card,Mobile,0.2,3,0
TXN0008116,CUST017005,PROD01781,2020-07-04,698.0,Debit Card,Tablet,0.14,6,0
TXN0008117,CUST016087,PROD01490,2020-09-02,102.65,Debit Card,Mobile,0.37,10,0
TXN0008118,CUST010316,PROD00371,2023-08-10,718.74,PayPal,Tablet,0.12,2,0
TXN0008119,CUST018698,PROD01038,2024-03-27,223.69,Debit Card,Mobile,0.09,7,0
TXN0008120,CUST006498,PROD00324,2019-08-12,354.22,UPI,Desktop,0.26,6,0
TXN0008121,CUST013103,PROD01167,2023-12-21,172.58,Credit Card,Tablet,0.14,1,0
TXN0008122,CUST020553,PROD01090,2022-10-22,388.38,UPI,Mobile,0.31,10,0
TXN0008123,CUST016210,PROD00191,2020-03-13,485.43,PayPal,Mobile,0.06,10,0
TXN0008124,CUST011718,PROD00069,2024-04-30,407.63,UPI,Desktop,0.33,0,0
TXN0008125,CUST015021,PROD00862,2024-02-03,388.81,Debit Card,Desktop,0.14,4,0
TXN0008126,CUST021180,PROD00628,2023-04-12,873.96,UPI,Desktop,0.0,10,0
TXN0008127,CUST014125,PROD01380,2022-11-05,307.3,Credit Card,Desktop,0.06,5,0
TXN0008128,CUST009321,PROD01023,2023-12-26,10.62,PayPal,Mobile,0.47,7,0
TXN0008129,CUST013476,PROD00031,2019-11-18,70.68,PayPal,Tablet,0.43,8,0
TXN0008130,CUST011547,PROD00394,2023-01-08,478.33,Crypto,Tablet,0.12,8,0
TXN0008131,CUST011769,PROD01228,2022-08-02,79.21,UPI,Desktop,0.39,8,0
TXN0008132,CUST024209,PROD00384,2019-05-02,607.57,Credit Card,Tablet,0.3,4,0
TXN0008133,CUST010589,PROD00336,2024-05-24,336.85,Debit Card,Mobile,0.49,8,1
TXN0008134,CUST003244,PROD00818,2024-03-06,782.94,Debit Card,Mobile,0.19,4,0
TXN0008135,CUST008065,PROD01285,2024-06-01,405.72,Crypto,Desktop,0.34,2,0
TXN0008136,CUST009151,PROD00604,2022-08-10,99.81,Debit Card,Mobile,0.03,4,0
TXN0008137,CUST004768,PROD01215,2022-12-09,376.58,PayPal,Tablet,0.2,4,0
TXN0008138,CUST014044,PROD01943,2024-02-25,332.34,PayPal,Tablet,0.48,7,0
TXN0008139,CUST015482,PROD01932,2021-07-19,668.86,PayPal,Tablet,0.27,2,0
TXN0008140,CUST012890,PROD01474,2020-07-15,155.83,UPI,Mobile,0.14,9,0
TXN0008141,CUST024208,PROD01650,2021-11-10,698.34,PayPal,Mobile,0.06,3,0
TXN0008142,CUST000334,PROD00840,2021-07-11,311.65,Credit Card,Mobile,0.35,10,1
TXN0008143,CUST018754,PROD00906,2022-02-18,206.24,PayPal,Mobile,0.32,4,0
TXN0008144,CUST005409,PROD01186,2022-03-13,506.96,Credit Card,Desktop,0.19,3,0
TXN0008145,CUST004298,PROD00249,2019-09-21,122.75,Debit Card,Desktop,0.48,8,0
TXN0008146,CUST011425,PROD01967,2022-05-22,942.98,Credit Card,Mobile,0.01,7,0
TXN0008147,CUST019404,PROD00147,2019-01-04,601.55,PayPal,Desktop,0.15,5,0
TXN0008148,CUST018609,PROD00182,2021-01-10,363.6,PayPal,Mobile,0.46,8,0
TXN0008149,CUST011494,PROD01828,2021-02-14,249.86,Credit Card,Tablet,0.16,5,0
TXN0008150,CUST007306,PROD00588,2020-02-23,735.27,PayPal,Mobile,0.13,4,0
TXN0008151,CUST015316,PROD01417,2019-02-24,428.23,Credit Card,Desktop,0.27,8,0
TXN0008152,CUST007093,PROD00146,2024-04-09,414.45,Crypto,Desktop,0.41,3,0
TXN0008153,CUST009584,PROD00489,2020-10-22,949.45,Crypto,Tablet,0.05,7,0
TXN0008154,CUST008831,PROD01755,2020-10-29,296.75,Credit Card,Tablet,0.47,9,0
TXN0008155,CUST022642,PROD01492,2023-09-02,215.2,Debit Card,Tablet,0.4,1,0
TXN0008156,CUST020879,PROD00207,2023-06-15,734.52,Debit Card,Desktop,0.09,1,0
TXN0008157,CUST004987,PROD00194,2024-06-13,167.65,Crypto,Mobile,0.36,10,0
TXN0008158,CUST008605,PROD01574,2021-10-12,746.08,Crypto,Tablet,0.19,8,0
TXN0008159,CUST015218,PROD01302,2024-06-12,203.93,Credit Card,Desktop,0.2,7,0
TXN0008160,CUST000927,PROD00910,2019-02-21,141.57,PayPal,Tablet,0.39,9,0
TXN0008161,CUST020922,PROD00824,2024-03-25,283.56,UPI,Tablet,0.48,2,0
TXN0008162,CUST014542,PROD00829,2020-01-03,437.44,Debit Card,Mobile,0.06,4,0
TXN0008163,CUST014845,PROD00314,2019-01-07,457.12,Crypto,Tablet,0.21,7,1
TXN0008164,CUST024207,PROD01006,2019-03-24,256.41,Crypto,Tablet,0.24,7,0
TXN0008165,CUST024331,PROD01737,2022-08-05,704.85,UPI,Tablet,0.19,3,0
TXN0008166,CUST016344,PROD01014,2022-09-20,427.31,Debit Card,Tablet,0.18,5,0
TXN0008167,CUST006253,PROD01271,2022-04-21,672.74,UPI,Mobile,0.03,9,0
TXN0008168,CUST003567,PROD01661,2021-11-29,645.08,PayPal,Desktop,0.34,4,0
TXN0008169,CUST022245,PROD01652,2022-04-15,526.8,Debit Card,Tablet,0.22,8,0
TXN0008170,CUST014824,PROD01993,2023-01-10,49.15,Debit Card,Tablet,0.1,9,0
TXN0008171,CUST004811,PROD01521,2022-05-23,425.72,Credit Card,Desktop,0.41,0,0
TXN0008172,CUST011532,PROD00215,2020-10-08,129.23,Crypto,Desktop,0.4,9,0
TXN0008173,CUST009309,PROD00915,2023-10-12,151.89,UPI,Mobile,0.24,8,0
TXN0008174,CUST010863,PROD01505,2020-04-03,81.57,Debit Card,Mobile,0.15,3,0
TXN0008175,CUST014614,PROD01176,2024-04-10,103.05,Credit Card,Tablet,0.32,3,0
TXN0008176,CUST009790,PROD01674,2021-10-10,738.44,UPI,Mobile,0.14,5,0
TXN0008177,CUST013862,PROD01535,2019-07-14,800.54,UPI,Desktop,0.12,7,0
TXN0008178,CUST004670,PROD00231,2023-07-02,206.05,Credit Card,Mobile,0.37,0,0
TXN0008179,CUST017313,PROD00869,2020-09-22,5.03,Crypto,Tablet,0.02,10,0
TXN0008180,CUST017099,PROD01373,2024-02-18,871.8,Credit Card,Mobile,0.05,7,0
TXN0008181,CUST020857,PROD00257,2024-04-13,345.37,Debit Card,Tablet,0.0,5,0
TXN0008182,CUST001751,PROD01792,2022-08-23,720.24,Debit Card,Mobile,0.08,6,0
TXN0008183,CUST000092,PROD00678,2024-01-18,550.48,UPI,Desktop,0.03,3,0
TXN0008184,CUST006823,PROD00350,2023-02-04,14.64,UPI,Tablet,0.5,8,0
TXN0008185,CUST022403,PROD00344,2022-12-22,713.6,PayPal,Tablet,0.14,7,0
TXN0008186,CUST012610,PROD01587,2020-01-19,430.99,UPI,Tablet,0.07,2,0
TXN0008187,CUST015589,PROD00650,2020-02-03,133.51,Credit Card,Tablet,0.12,1,0
TXN0008188,CUST005359,PROD01369,2020-06-16,158.71,Crypto,Desktop,0.47,3,0
TXN0008189,CUST021507,PROD00054,2021-06-29,539.89,UPI,Tablet,0.26,5,0
TXN0008190,CUST003180,PROD00636,2023-10-30,169.31,PayPal,Desktop,0.18,10,0
TXN0008191,CUST008771,PROD01658,2023-05-23,503.14,Crypto,Tablet,0.44,1,0
TXN0008192,CUST021620,PROD00554,2020-10-08,359.98,Crypto,Tablet,0.2,10,0
TXN0008193,CUST020742,PROD00539,2022-10-02,279.16,Crypto,Desktop,0.17,3,1
TXN0008194,CUST018832,PROD01942,2024-03-24,659.89,UPI,Desktop,0.1,2,0
TXN0008195,CUST002440,PROD01729,2020-12-27,609.66,Debit Card,Tablet,0.19,7,0
TXN0008196,CUST017300,PROD00679,2019-01-12,512.8,UPI,Mobile,0.16,10,0
TXN0008197,CUST003599,PROD01835,2022-01-14,156.22,PayPal,Mobile,0.34,2,0
TXN0008198,CUST003886,PROD01619,2019-03-04,541.4,Credit Card,Tablet,0.14,3,0
TXN0008199,CUST014842,PROD00268,2019-02-08,111.31,PayPal,Tablet,0.29,7,0
TXN0008200,CUST009104,PROD01698,2023-02-28,55.76,UPI,Desktop,0.03,5,0
TXN0008201,CUST002529,PROD01269,2021-04-15,237.03,UPI,Tablet,0.1,6,0
TXN0008202,CUST000314,PROD01984,2019-07-08,661.05,Credit Card,Tablet,0.2,5,0
TXN0008203,CUST008917,PROD00004,2023-04-24,376.05,Credit Card,Mobile,0.47,1,0
TXN0008204,CUST012191,PROD00701,2021-07-17,741.56,PayPal,Desktop,0.19,6,0
TXN0008205,CUST021051,PROD01733,2023-04-26,495.7,PayPal,Tablet,0.33,6,0
TXN0008206,CUST006311,PROD01486,2019-10-13,55.96,UPI,Desktop,0.13,9,0
TXN0008207,CUST002740,PROD01566,2019-05-01,827.69,Credit Card,Desktop,0.06,5,0
TXN0008208,CUST020130,PROD00044,2023-06-11,497.79,Debit Card,Mobile,0.03,2,0
TXN0008209,CUST009731,PROD01826,2023-11-22,350.32,Debit Card,Mobile,0.15,6,0
TXN0008210,CUST015901,PROD01304,2019-02-17,302.3,Credit Card,Desktop,0.08,6,0
TXN0008211,CUST010959,PROD00452,2023-10-07,661.23,Debit Card,Mobile,0.09,7,0
TXN0008212,CUST009711,PROD00338,2022-01-17,612.39,Credit Card,Desktop,0.38,9,0
TXN0008213,CUST002304,PROD01301,2023-12-30,429.81,Debit Card,Tablet,0.01,6,0
TXN0008214,CUST018859,PROD01645,2022-08-22,692.45,Credit Card,Desktop,0.28,6,0
TXN0008215,CUST015696,PROD00229,2023-10-25,753.08,UPI,Desktop,0.19,0,0
TXN0008216,CUST019789,PROD00112,2020-03-27,90.37,UPI,Mobile,0.25,6,0
TXN0008217,CUST001921,PROD00552,2019-08-31,261.6,UPI,Tablet,0.28,1,0
TXN0008218,CUST020965,PROD01751,2022-10-26,326.86,UPI,Tablet,0.16,7,0
TXN0008219,CUST006644,PROD00213,2022-05-02,454.71,PayPal,Desktop,0.15,9,0
TXN0008220,CUST018603,PROD01905,2022-06-27,287.04,Credit Card,Tablet,0.37,6,0
TXN0008221,CUST020182,PROD00861,2023-08-22,71.29,Debit Card,Mobile,0.44,1,0
TXN0008222,CUST016754,PROD00449,2019-02-07,669.59,UPI,Tablet,0.1,8,0
TXN0008223,CUST023336,PROD00961,2021-07-15,318.16,Crypto,Tablet,0.05,9,0
TXN0008224,CUST005018,PROD00525,2023-05-12,406.0,UPI,Desktop,0.45,3,0
TXN0008225,CUST017401,PROD01518,2021-03-13,20.78,UPI,Mobile,0.17,8,0
TXN0008226,CUST008312,PROD01886,2021-10-25,96.63,Debit Card,Mobile,0.28,2,0
TXN0008227,CUST001172,PROD01168,2022-12-31,658.98,Credit Card,Desktop,0.18,7,0
TXN0008228,CUST010911,PROD01210,2020-12-27,819.04,Credit Card,Mobile,0.06,0,0
TXN0008229,CUST007081,PROD00788,2021-07-15,301.69,Credit Card,Mobile,0.29,2,0
TXN0008230,CUST012513,PROD00914,2023-04-16,59.37,Credit Card,Desktop,0.26,8,1
TXN0008231,CUST005223,PROD01857,2021-12-31,753.48,PayPal,Desktop,0.1,2,0
TXN0008232,CUST019960,PROD01316,2023-08-27,16.56,Debit Card,Desktop,0.23,1,0
TXN0008233,CUST010685,PROD00115,2022-03-09,106.4,Debit Card,Tablet,0.4,4,0
TXN0008234,CUST007099,PROD01354,2019-08-05,694.4,Crypto,Desktop,0.3,5,0
TXN0008235,CUST015375,PROD01104,2019-06-25,443.57,Credit Card,Tablet,0.05,3,0
TXN0008236,CUST002056,PROD00747,2019-08-06,61.01,Credit Card,Tablet,0.27,8,0
TXN0008237,CUST019013,PROD01646,2019-02-17,230.68,PayPal,Desktop,0.35,0,0
TXN0008238,CUST009958,PROD00886,2023-02-11,251.65,PayPal,Tablet,0.4,4,0
TXN0008239,CUST011375,PROD01398,2023-07-08,602.71,Credit Card,Desktop,0.31,8,0
TXN0008240,CUST024923,PROD00457,2022-06-16,169.08,Debit Card,Desktop,0.08,4,0
TXN0008241,CUST003052,PROD01773,2022-12-11,180.67,Credit Card,Tablet,0.36,10,0
TXN0008242,CUST005261,PROD00889,2023-06-06,402.41,Crypto,Mobile,0.34,8,1
TXN0008243,CUST016402,PROD01729,2021-05-22,745.14,Credit Card,Tablet,0.01,10,0
TXN0008244,CUST017126,PROD00149,2024-01-02,642.85,PayPal,Mobile,0.21,4,0
TXN0008245,CUST020929,PROD00874,2023-11-19,262.93,Credit Card,Mobile,0.17,6,0
TXN0008246,CUST015290,PROD01403,2019-11-08,393.72,PayPal,Mobile,0.33,9,0
TXN0008247,CUST013410,PROD01820,2023-11-08,350.62,Credit Card,Tablet,0.11,7,0
TXN0008248,CUST011217,PROD01517,2021-11-28,469.37,Crypto,Mobile,0.3,5,0
TXN0008249,CUST022228,PROD00024,2020-06-06,532.95,UPI,Desktop,0.46,9,0
